,dates,desktop,mobile,both,total_users
4186,2018-05-26,5500,2600,0,17
4187,2018-11-22,3300,8500,0,24
4188,2016-08-31,2200,9000,0,18
4189,2012-02-13,6200,6300,0,25
4190,2021-04-17,5200,2200,700,17
4191,2020-04-26,7200,4400,900,19
4192,2011-05-26,5700,3900,0,15
4193,2012-10-17,5000,5900,1100,22
4194,2016-01-23,4300,5000,0,19
4195,2015-04-29,2600,5200,0,12
4196,2017-10-19,5600,3700,0,19
4197,2020-09-25,6800,4100,1200,20
4198,2018-02-21,4000,4300,0,19
4199,2010-10-22,5400,4900,0,19
4200,2021-07-19,3500,1900,200,11
4201,2022-06-19,3200,6200,1100,18
4202,2021-08-20,7200,2700,0,19
4203,2014-04-30,6500,6500,1000,25
4204,2021-03-29,5400,5700,800,17
4205,2010-07-16,7000,3700,700,22
4206,2020-04-22,6600,5700,1200,24
4207,2021-11-25,6700,3100,1300,18
4208,2010-05-08,7000,5300,0,21
4209,2019-12-09,5000,4700,0,18
4210,2018-11-25,1900,7800,800,19
4211,2012-01-28,2700,4100,700,11
4212,2018-01-03,4000,6800,0,22
4213,2018-03-01,5500,7100,2400,22
4214,2022-04-19,6600,4200,1400,18
4215,2019-09-07,4700,5600,0,21
4216,2021-11-01,5600,6200,1600,22
4217,2011-01-01,7900,4500,300,22
4218,2013-12-11,2400,5700,3000,14
4219,2015-02-07,1800,5400,2200,15
4220,2013-09-27,7700,2900,0,17
4221,2018-08-12,3000,4900,0,12
4222,2012-12-19,8100,1100,0,16
4223,2018-11-26,5500,4200,0,19
4224,2020-05-14,10200,5200,0,25
4225,2011-11-26,8500,3700,1000,19
4226,2015-06-01,6200,4400,2100,20
4227,2021-09-03,8500,3500,0,21
4228,2019-05-23,2700,5300,1200,15
4229,2017-06-19,6500,2200,1700,16
4230,2012-07-07,7000,8300,2300,31
4231,2010-09-24,5400,3800,1400,15
4232,2014-02-28,5100,3100,0,15
4233,2017-07-30,3600,7700,600,23
4234,2015-04-18,7900,3700,800,23
4235,2018-08-26,2500,5300,0,18
4236,2015-02-08,6400,5400,3000,19
4237,2016-05-17,6000,8100,1100,25
4238,2018-03-20,1900,8300,0,17
4239,2017-03-31,3800,8400,1600,22
4240,2021-10-10,4500,4300,0,19
4241,2013-08-25,4900,8600,0,27
4242,2022-04-01,1900,6200,0,16
4243,2013-02-12,3000,5100,0,18
4244,2018-12-10,7800,2900,0,19
4245,2018-09-27,7100,3700,1100,24
4246,2012-12-24,4400,5400,0,18
4247,2012-10-09,6100,5000,1300,20
4248,2014-05-20,2100,7900,900,21
4249,2018-03-21,3200,4700,0,16
4250,2012-01-02,4500,4300,0,18
4251,2010-11-21,7200,7600,1700,27
4252,2012-12-04,6300,6600,0,29
4253,2018-04-04,2200,3400,0,10
4254,2017-08-16,3600,5100,0,15
4255,2021-03-20,4900,2200,0,16
4256,2017-02-25,7300,9000,0,27
4257,2012-02-04,4400,3900,0,17
4258,2020-11-19,3900,4300,0,17
4259,2021-09-05,6000,7100,0,22
4260,2020-03-11,5800,5400,1100,21
4261,2020-03-16,5600,5400,2400,19
4262,2019-06-09,7000,4700,1200,22
4263,2021-12-21,5600,5400,500,20
4264,2021-07-28,3300,6700,0,16
4265,2011-09-11,3100,4000,600,19
4266,2022-12-20,4800,7100,400,24
4267,2017-03-11,4200,7700,0,25
4268,2012-10-19,4600,5100,1100,17
4269,2020-07-23,6600,2800,0,16
4270,2017-03-29,2700,5300,1300,12
4271,2013-03-22,8500,6600,0,22
4272,2014-07-09,4100,5500,0,17
4273,2014-08-17,1500,5500,1300,13
4274,2019-06-01,2600,5700,0,18
4275,2019-02-19,2700,4300,0,16
4276,2020-10-01,1500,2800,0,10
4277,2018-07-07,5600,2300,0,14
4278,2022-06-28,8700,6800,0,24
4279,2022-04-16,5200,4500,0,23
4280,2022-09-19,2100,6400,1300,19
4281,2022-10-14,5500,3700,1300,18
4282,2018-12-27,5700,4400,0,18
4283,2022-08-10,6500,6200,0,23
4284,2019-03-06,2500,3700,0,14
4285,2022-04-02,4900,5600,0,22
4286,2013-07-20,5500,3100,0,17
4287,2011-11-01,9900,4400,5900,24
4288,2017-09-22,4200,4200,0,19
4289,2013-01-02,4900,3300,0,15
4290,2011-02-06,4900,6400,0,22
4291,2013-01-13,4000,4700,0,21
4292,2017-06-14,6600,2900,0,17
4293,2019-08-08,2900,6800,0,19
4294,2014-03-18,4700,5400,1000,18
4295,2010-09-12,2700,3900,0,17
4296,2017-08-10,3500,4300,800,14
4297,2012-09-18,5700,4500,0,22
4298,2013-11-28,9800,2700,0,21
4299,2016-11-11,4000,2400,900,14
4300,2011-01-26,3200,6500,0,18
4301,2014-07-15,4900,6600,0,18
4302,2022-01-21,4300,5900,0,17
4303,2013-03-09,3700,4900,0,19
4304,2018-06-05,5100,4800,0,15
4305,2019-06-10,4800,5600,600,19
4306,2022-09-02,5200,5900,0,18
4307,2022-05-04,3200,4100,0,13
4308,2022-03-31,5900,8500,0,26
4309,2015-05-02,1800,4500,0,18
4310,2016-05-24,8600,2500,300,20
4311,2019-06-18,4100,6900,0,20
4312,2016-12-05,4800,5100,1300,19
4313,2015-07-16,4100,4900,1000,15
4314,2013-09-04,6900,3900,0,18
4315,2020-08-04,4000,7000,700,24
4316,2022-07-31,4700,3900,0,16
4317,2022-01-22,2500,4500,1100,14
4318,2015-08-08,2300,3500,0,14
4319,2013-02-10,6300,7100,0,26
4320,2020-01-23,5400,900,0,13
4321,2021-05-06,4200,3800,0,15
4322,2018-10-27,1800,5800,0,13
4323,2020-06-18,4800,4700,0,16
4324,2011-11-15,7000,4000,0,20
4325,2016-05-14,3700,5100,400,16
4326,2010-02-10,3700,1300,1000,12
4327,2018-10-17,6300,2400,0,14
4328,2018-02-24,4800,5100,0,18
4329,2017-05-14,5500,7200,1200,25
4330,2019-03-27,4500,6100,0,22
4331,2018-11-15,8200,3100,600,17
4332,2015-08-17,1600,3700,0,11
4333,2020-05-02,3000,3700,600,15
4334,2020-11-09,5100,3100,0,16
4335,2020-11-14,11300,7100,1200,31
4336,2017-03-27,5600,6800,0,25
4337,2018-04-15,7200,3900,0,24
4338,2021-06-23,4600,4800,0,21
4339,2017-03-10,3800,6500,1000,20
4340,2013-10-29,5700,6100,1300,23
4341,2013-01-29,5200,4800,1100,18
4342,2012-07-13,1300,4400,0,14
4343,2010-07-07,4500,2100,0,16
4344,2013-04-03,2000,6900,700,15
4345,2012-12-02,6100,4500,1100,23
4346,2010-01-17,6300,5800,1200,21
4347,2011-04-13,4400,5400,0,18
4348,2022-11-14,4300,4600,0,17
4349,2011-09-03,5200,7500,0,22
4350,2011-12-22,5300,4700,800,18
4351,2010-10-15,1700,6600,800,16
4352,2013-09-05,6100,3400,2000,17
4353,2018-07-23,8500,2500,0,18
4354,2020-03-14,2000,7900,0,16
4355,2011-09-13,7300,3600,0,22
4356,2020-03-26,5100,5500,700,19
4357,2018-03-02,2700,5300,0,15
4358,2019-10-27,2100,8100,0,18
4359,2010-05-20,2200,5900,0,17
4360,2022-08-06,4800,7400,0,23
4361,2013-07-16,5200,5300,0,20
4362,2011-05-16,3600,4000,1000,15
4363,2011-03-14,6000,3900,800,18
4364,2014-07-26,400,4300,0,9
4365,2020-09-19,4600,7800,0,24
4366,2022-03-09,4900,3700,0,19
4367,2022-06-08,6200,3400,1000,19
4368,2021-03-11,7200,6800,3000,23
4369,2019-01-18,4200,3100,0,17
4370,2012-06-16,6200,3600,700,18
4371,2019-08-23,8600,3500,0,21
4372,2015-02-16,2700,6100,1200,18
4373,2019-03-09,3700,3800,1600,14
4374,2022-01-14,3700,3400,1900,10
4375,2017-12-28,6700,6700,1600,23
4376,2018-07-04,9400,3800,600,23
4377,2022-12-13,5500,3900,0,19
4378,2011-01-17,5100,8100,0,24
4379,2012-05-05,8400,8800,0,28
4380,2020-07-30,3600,2300,0,11
4381,2022-03-28,2900,6300,0,17
4382,2010-05-26,4200,3500,0,14
4383,2018-04-09,5400,5800,900,22
4384,2015-07-21,5100,3300,0,18
4385,2015-08-28,6200,6100,700,23
4386,2019-04-30,3300,6500,1000,17
4387,2011-12-18,4100,5000,0,20
4388,2017-11-13,4900,5400,0,19
4389,2011-06-22,1500,6500,1400,21
4390,2012-12-28,7200,5500,900,24
4391,2016-01-03,3400,3500,0,13
4392,2013-12-27,6600,5000,0,24
4393,2022-04-21,5100,2100,700,15
4394,2019-06-19,7800,1700,0,19
4395,2015-07-02,3000,5200,0,19
4396,2022-03-16,6600,5300,0,22
4397,2022-06-26,8000,6000,1200,22
4398,2019-07-25,6500,6100,1200,23
4399,2012-10-12,6500,4900,1000,18
4400,2015-05-22,8200,5400,0,22
4401,2016-04-19,5100,2900,0,14
4402,2011-07-15,6200,3900,0,16
4403,2015-01-23,6700,4900,1100,24
4404,2010-01-31,3100,5500,1000,14
4405,2014-04-08,2300,3300,0,13
4406,2011-05-06,5100,8300,800,24
4407,2019-07-15,2700,5300,0,17
4408,2016-02-24,1000,6300,0,13
4409,2013-11-13,4200,6000,0,18
4410,2018-12-07,5300,6300,300,24
4411,2022-06-06,4200,9600,1700,26
4412,2010-09-05,3300,5800,0,17
4413,2012-11-19,5100,3000,0,16
4414,2022-02-04,4900,3600,2000,17
4415,2019-09-05,4200,3900,0,19
4416,2010-06-05,2200,1900,0,10
4417,2014-01-03,7800,6300,0,24
4418,2022-03-05,4600,6600,800,23
4419,2010-12-10,2900,4700,0,17
4420,2018-09-30,5100,2600,900,15
4421,2021-05-18,5700,3300,0,16
4422,2012-11-06,6400,4200,0,19
4423,2018-12-11,5000,4300,0,20
4424,2018-04-06,4600,7400,1100,23
4425,2016-03-20,5300,5600,700,18
4426,2018-07-28,5600,2700,1500,15
4427,2019-08-19,4400,6400,2900,17
4428,2012-04-20,5300,4300,0,18
4429,2020-06-10,6200,6300,0,23
4430,2021-11-23,2600,4800,0,14
4431,2012-02-06,2800,5800,0,18
4432,2017-06-06,5400,2800,200,16
4433,2012-11-13,3300,2000,0,13
4434,2010-10-21,2700,2500,0,18
4435,2014-06-30,4600,4400,1300,18
4436,2014-02-20,3700,5200,0,18
4437,2022-08-05,4500,2700,1400,12
4438,2013-08-24,4700,4400,1200,16
4439,2012-11-25,2800,4900,1100,14
4440,2015-05-01,9700,2300,900,21
4441,2016-12-15,3100,4500,0,11
4442,2010-10-30,2800,2200,0,13
4443,2015-11-19,2200,4100,0,14
4444,2013-11-25,3400,7800,0,25
4445,2014-09-19,4000,6700,0,21
4446,2015-07-01,5600,7500,1500,25
4447,2020-04-06,5400,2300,0,15
4448,2021-02-07,3700,6300,0,23
4449,2018-06-16,2200,4700,0,14
4450,2016-10-06,5500,5500,0,20
4451,2018-02-16,1900,3800,800,12
4452,2022-11-16,4800,3400,0,18
4453,2012-10-04,2900,4600,0,16
4454,2021-10-11,3100,4500,0,16
4455,2010-04-05,2600,2900,0,13
4456,2015-07-20,4000,5500,600,19
4457,2017-02-10,3600,4000,2500,15
4458,2010-11-17,4600,8100,1500,21
4459,2011-09-07,1800,4300,0,10
4460,2011-10-12,4400,4100,0,16
4461,2012-04-15,4500,4300,0,18
4462,2020-08-05,5000,6400,1200,24
4463,2017-01-29,6400,2700,500,18
4464,2021-01-30,5500,6400,1400,18
4465,2012-07-22,4200,5600,0,19
4466,2011-01-28,4500,6600,0,21
4467,2012-06-01,3900,5100,0,19
4468,2016-01-26,5100,2400,2000,15
4469,2015-01-25,3200,3200,800,13
4470,2017-10-27,6100,5300,0,19
4471,2020-03-24,3500,4400,0,15
4472,2018-07-12,4000,4000,1000,17
4473,2017-06-07,3800,4500,0,19
4474,2018-10-11,3900,6100,1900,19
4475,2018-02-01,8900,3900,0,24
4476,2017-04-10,6600,6000,2400,20
4477,2016-11-03,3500,6500,0,20
4478,2010-11-28,3400,2700,400,18
4479,2015-12-25,3700,3700,0,14
4480,2015-10-05,3500,2000,0,15
4481,2015-06-23,4200,5800,500,19
4482,2015-02-12,3600,7400,0,20
4483,2010-12-22,1500,3700,0,12
4484,2021-08-03,5800,5900,0,22
4485,2016-03-25,4600,7100,0,21
4486,2021-04-10,7500,5800,400,24
4487,2017-11-01,3900,6000,1900,17
4488,2011-04-27,3500,3300,0,16
4489,2016-09-01,4800,6100,0,20
4490,2022-12-22,4700,2500,1000,15
4491,2019-09-04,4900,3300,0,18
4492,2016-05-20,5300,5900,0,23
4493,2022-12-21,6700,4100,1200,22
4494,2020-12-04,3900,7100,0,22
4495,2013-05-03,4600,3300,900,16
4496,2011-04-24,3500,4000,700,16
4497,2014-07-01,6000,3000,0,19
4498,2020-06-09,5400,4700,2400,19
4499,2015-07-25,2500,2100,0,10
4500,2014-03-07,5200,3700,0,18
4501,2015-05-18,6800,4500,1200,20
4502,2012-08-28,3600,3100,0,16
4503,2016-02-26,4700,5300,0,21
4504,2014-09-14,3100,8600,500,20
4505,2015-06-25,5800,5800,0,23
4506,2016-06-06,2900,3900,0,17
4507,2017-09-25,5800,4100,0,18
4508,2022-08-04,2900,2800,1100,10
4509,2019-09-10,5400,7800,0,21
4510,2021-05-03,3100,5300,1100,17
4511,2020-08-07,8200,4900,3600,21
4512,2021-09-20,6100,5300,2300,21
4513,2019-09-17,2400,7900,0,20
4514,2022-04-15,5900,6900,400,25
4515,2015-01-09,2600,5400,0,13
4516,2014-06-08,3600,4900,1500,13
4517,2018-05-25,3700,1900,0,11
4518,2014-07-14,3400,5100,0,19
4519,2022-08-23,5100,4400,0,16
4520,2014-12-06,4900,4700,2200,18
4521,2019-05-22,5100,4400,4100,14
4522,2017-08-02,7000,3400,0,19
4523,2010-10-24,5000,4600,800,16
4524,2022-01-03,3100,4600,600,16
4525,2016-12-28,7000,4800,4200,20
4526,2022-02-22,3400,7800,0,19
4527,2022-11-20,2200,9900,0,21
4528,2016-04-23,8000,2300,2400,16
4529,2016-10-13,5300,5600,1600,23
4530,2019-12-26,6400,4500,0,21
4531,2016-04-16,3800,4900,0,15
4532,2022-12-28,3300,4200,1600,18
4533,2021-02-16,4900,6200,1100,18
4534,2010-04-17,4600,4200,0,15
4535,2021-11-21,4000,3000,0,18
4536,2019-07-03,6600,4200,1400,21
4537,2013-04-13,5600,5800,0,19
4538,2021-07-14,3600,4500,0,20
4539,2012-08-05,2600,5700,0,16
4540,2016-11-30,5700,5100,1800,21
4541,2022-04-07,3600,5100,0,16
4542,2012-05-29,5600,5500,0,20
4543,2016-10-04,6000,2700,900,17
4544,2014-09-13,3100,2900,0,15
4545,2022-04-26,3700,1500,1100,10
4546,2014-04-20,3300,3400,0,17
4547,2018-12-03,6100,7200,0,26
4548,2020-02-29,3300,3900,0,13
4549,2019-04-25,5400,5300,0,21
4550,2010-10-13,2600,9000,0,22
4551,2017-10-23,2200,4600,0,13
4552,2014-10-02,5500,7400,0,23
4553,2019-05-10,2000,3900,0,13
4554,2014-06-23,3100,4300,0,16
4555,2016-02-02,8800,4900,0,23
4556,2019-11-16,7200,4600,0,24
4557,2014-02-05,4900,5400,0,22
4558,2016-07-15,3700,2200,0,12
4559,2022-08-21,2300,4000,0,12
4560,2019-02-22,2800,4700,0,14
4561,2015-05-24,6700,7500,4100,24
4562,2017-01-02,4300,5100,1300,15
4563,2011-11-16,6400,8900,0,31
4564,2019-04-29,4300,5100,0,14
4565,2016-10-09,2900,5600,0,18
4566,2014-09-03,5200,1200,0,15
4567,2022-01-01,7600,7200,1000,23
4568,2015-02-02,5200,1500,0,12
4569,2012-11-03,3100,8300,0,21
4570,2014-09-10,5300,6400,0,21
4571,2022-10-07,4600,900,0,14
4572,2012-03-13,4100,8500,0,23
4573,2022-01-08,3700,5000,1400,16
4574,2020-07-15,4300,3600,0,15
4575,2021-06-07,3700,6100,0,19
4576,2021-03-30,4500,5400,0,19
4577,2014-10-29,6100,6700,0,22
4578,2011-09-02,2500,2100,700,10
4579,2016-01-14,5200,4200,1700,18
4580,2020-07-03,5600,3700,0,18
4581,2011-12-11,4600,8700,0,24
4582,2022-09-18,7000,2400,0,21
4583,2014-11-27,2800,9100,0,23
4584,2020-11-28,2800,4600,0,17
4585,2020-02-28,3000,5700,2000,19
4586,2011-02-27,4600,6500,0,20
4587,2020-08-27,4200,6200,0,17
4588,2022-11-23,5500,5300,900,23
4589,2019-10-07,5900,5000,0,19
4590,2022-11-07,3000,7400,1500,19
4591,2022-01-23,7500,4500,1200,17
4592,2020-12-23,4800,5500,0,21
4593,2014-07-24,2000,6500,1500,14
4594,2020-02-20,7200,2300,1200,17
4595,2020-08-20,3500,3700,0,16
4596,2012-03-04,3100,4300,0,14
4597,2012-11-01,4900,7400,0,25
4598,2011-01-04,3400,4900,0,16
4599,2014-08-30,3300,7600,0,27
4600,2014-06-03,2600,8500,0,20
4601,2011-10-02,3300,12900,1900,23
4602,2015-07-11,7900,6100,1000,27
4603,2022-11-25,8400,3800,0,18
4604,2015-10-27,1800,6800,0,19
4605,2014-07-13,4600,8200,800,26
4606,2013-01-28,4900,4200,0,20
4607,2012-08-17,3800,3000,0,14
4608,2011-07-07,4000,3000,0,14
4609,2021-10-30,6300,4800,0,20
4610,2012-08-16,6900,3900,1700,23
4611,2011-12-06,6100,5400,0,20
4612,2012-10-26,5000,6700,1600,17
4613,2017-06-20,3400,9900,0,20
4614,2015-12-28,3700,8900,0,22
4615,2018-08-19,3700,5300,0,16
4616,2017-12-05,4700,3300,0,18
4617,2022-02-16,3800,4200,0,16
4618,2011-02-14,1900,2400,300,13
4619,2011-03-08,5500,4900,0,20
4620,2022-04-20,5500,1400,0,14
4621,2019-10-23,3200,8800,500,26
4622,2017-07-10,4700,2700,0,20
4623,2010-05-06,5400,4800,0,16
4624,2016-04-01,2800,7900,0,24
4625,2021-10-01,4000,4500,0,13
4626,2013-07-14,3300,3200,0,13
4627,2017-09-14,1300,3700,0,11
4628,2021-01-21,3200,6300,2100,21
4629,2011-08-27,9100,8200,1300,33
4630,2013-12-02,2500,3200,0,14
4631,2022-03-17,6200,2600,500,16
4632,2022-07-06,5100,4300,0,20
4633,2013-08-09,2900,7500,0,19
4634,2012-05-04,8200,5400,0,26
4635,2020-01-08,4000,4300,0,13
4636,2010-03-13,3000,3600,0,15
4637,2011-04-05,2500,4100,0,13
4638,2014-08-16,4200,5200,0,18
4639,2018-01-18,5900,4100,0,20
4640,2014-02-14,3900,3800,0,14
4641,2013-01-14,5200,4400,1000,16
4642,2020-11-07,4500,2100,0,17
4643,2018-07-17,2100,2300,0,11
4644,2017-06-05,4600,4500,0,17
4645,2021-04-11,4200,5900,0,23
4646,2016-02-01,4000,3200,0,12
4647,2016-03-31,5900,5800,1200,20
4648,2021-06-16,2900,5400,0,18
4649,2013-08-18,2900,3400,0,13
4650,2013-12-17,1600,4400,0,13
4651,2022-05-30,5800,5700,0,27
4652,2012-07-01,6100,2200,1200,15
4653,2021-08-25,4300,2800,0,17
4654,2011-03-13,5400,7900,0,25
4655,2022-09-09,4300,4800,0,18
4656,2013-03-21,6000,5500,0,21
4657,2014-03-17,4100,3900,2100,15
4658,2013-12-22,5100,4600,1200,19
4659,2011-05-12,4100,7600,0,21
4660,2011-04-11,3000,4300,0,14
4661,2013-10-01,7500,5600,0,26
4662,2022-12-01,3600,5300,0,15
4663,2014-08-02,5600,4600,0,22
4664,2011-06-25,6200,1200,0,14
4665,2017-06-15,5900,4400,0,20
4666,2013-01-18,6000,5600,0,25
4667,2013-06-23,3100,6500,0,19
4668,2020-04-23,4100,5800,500,15
4669,2019-07-18,7100,3500,300,22
4670,2013-05-02,1400,7600,1700,18
4671,2013-06-18,3500,3300,0,15
4672,2020-11-30,3700,8200,1100,25
4673,2017-02-24,4800,2800,0,16
4674,2018-10-04,3500,4200,0,14
4675,2020-11-08,3700,3500,0,16
4676,2021-08-06,4900,3400,0,17
4677,2015-07-28,4700,8100,900,23
4678,2019-10-18,1700,3500,1000,13
4679,2010-04-16,3600,4400,0,16
4680,2015-11-13,4000,4200,800,16
4681,2011-05-15,3900,3000,0,11
4682,2010-02-22,5000,2900,0,14
4683,2015-08-20,3800,6500,1400,19
4684,2017-12-01,4100,5100,0,17
4685,2019-05-12,3600,6800,0,24
4686,2019-07-27,4400,5100,0,20
4687,2014-04-22,5600,6700,0,23
4688,2019-01-26,5700,3900,0,21
4689,2011-03-21,2100,3100,0,9
4690,2016-09-03,2200,4900,0,15
4691,2022-10-23,3700,8900,3000,19
4692,2010-07-13,3300,5500,1600,15
4693,2022-04-14,5100,5200,0,20
4694,2016-05-19,3400,4300,0,15
4695,2020-07-27,5400,3300,1000,17
4696,2012-08-24,3200,4800,0,14
4697,2013-01-24,1800,2900,500,10
4698,2018-12-19,3700,1500,0,13
4699,2022-05-18,3600,800,800,9
4700,2014-04-14,5000,4100,1200,16
4701,2022-07-05,6200,4000,0,17
4702,2016-07-20,5000,3000,0,16
4703,2021-06-18,3600,4500,0,18
4704,2013-10-23,4200,7100,0,19
4705,2016-03-30,5100,6100,0,17
4706,2020-09-08,3600,5600,0,18
4707,2012-03-23,4500,5400,1700,18
4708,2016-08-02,4500,5200,0,19
4709,2014-12-28,2100,3600,0,12
4710,2012-04-24,3900,6200,0,21
4711,2010-08-09,5200,5900,2400,21
4712,2018-06-15,2900,2200,0,11
4713,2010-11-15,5700,4700,0,17
4714,2014-07-25,9100,5400,0,24
4715,2015-07-31,5800,4000,1100,16
4716,2016-06-23,3900,3300,300,14
4717,2013-05-17,6200,3900,0,19
4718,2017-04-13,3700,7000,0,19
4719,2019-04-15,5000,4000,1900,16
4720,2013-12-01,4500,5800,0,20
4721,2011-07-17,5400,2700,0,20
4722,2015-12-18,6100,7000,600,22
4723,2022-03-08,3700,2100,0,14
4724,2020-03-23,3100,3800,0,12
4725,2012-04-08,4600,4600,1200,14
4726,2015-12-27,4000,5500,0,18
4727,2015-01-16,3600,3100,500,12
4728,2012-05-03,3300,4300,0,15
4729,2012-01-05,4700,5500,0,18
4730,2021-11-05,800,4400,0,14
4731,2010-08-19,5400,3700,1100,16
4732,2021-11-24,3900,3000,0,13
4733,2019-01-08,2000,3300,0,10
4734,2010-12-13,4200,9600,500,23
4735,2013-04-01,3600,5300,0,15
4736,2020-10-20,4900,2900,0,16
4737,2021-05-15,5900,3300,0,17
4738,2019-11-24,4200,2900,0,15
4739,2015-05-14,4000,5700,0,16
4740,2014-08-05,6100,4800,0,21
4741,2021-04-28,1900,5100,0,10
4742,2019-05-26,3400,3600,0,14
4743,2011-01-10,2800,4000,0,14
4744,2011-06-28,5700,1100,0,13
